food_code,serving_size_str,serving_size_unit,serving_size_value,product_weight_str,product_weight_unit,product_weight_value
D506-299000000-0001,100ml,ml,100.0,150ml,ml,150.0
D506-305000000-0001,100ml,ml,100.0,204ml,ml,204.0
D506-308000000-0001,100ml,ml,100.0,326.7ml,ml,326.7
D506-310000000-0001,100ml,ml,100.0,100ml,ml,100.0
D506-312000000-0001,100ml,ml,100.0,219.2ml,ml,219.2
D506-313000000-0001,100ml,ml,100.0,343ml,ml,343.0
D506-319000000-0001,100ml,ml,100.0,170.6ml,ml,170.6
D506-320000000-0001,100ml,ml,100.0,234.6ml,ml,234.6
D506-321000000-0001,100ml,ml,100.0,240ml,ml,240.0
D506-321030000-0001,100ml,ml,100.0,150ml,ml,150.0
D506-324000000-0001,100ml,ml,100.0,263.3ml,ml,263.3
D506-341000000-0001,100ml,ml,100.0,234.3ml,ml,234.3
D506-342110000-0001,100ml,ml,100.0,222ml,ml,222.0
D506-343000000-0001,100ml,ml,100.0,190.6ml,ml,190.6
D506-274000000-0001,100ml,ml,100.0,360ml,ml,360.0
D506-275070000-0001,100ml,ml,100.0,248.2ml,ml,248.2
D506-275180000-0001,100ml,ml,100.0,180ml,ml,180.0
D506-275220000-0001,100ml,ml,100.0,184.2ml,ml,184.2
D506-275330000-0001,100ml,ml,100.0,270ml,ml,270.0
D506-275340000-0001,100ml,ml,100.0,150ml,ml,150.0
D506-275380000-0001,100ml,ml,100.0,222ml,ml,222.0
D506-277000000-0001,100ml,ml,100.0,222.8ml,ml,222.8
D506-277300000-0001,100ml,ml,100.0,259.8ml,ml,259.8
D506-282000000-0001,100ml,ml,100.0,272ml,ml,272.0
D506-283000000-0001,100ml,ml,100.0,257.4ml,ml,257.4
D506-284000000-0001,100ml,ml,100.0,145.4ml,ml,145.4
D506-286000000-0001,100ml,ml,100.0,276.3ml,ml,276.3
D506-289000000-0001,100ml,ml,100.0,359.3ml,ml,359.3
D506-291141500-0001,100ml,ml,100.0,190ml,ml,190.0
D506-291270000-0001,100ml,ml,100.0,190ml,ml,190.0
D506-291320000-0001,100ml,ml,100.0,150ml,ml,150.0
D506-293000000-0001,100ml,ml,100.0,198.8ml,ml,198.8
D505-322000000-0001,100ml,ml,100.0,164.4ml,ml,164.4
D505-324000000-0001,100ml,ml,100.0,300ml,ml,300.0
D505-325000000-0001,100ml,ml,100.0,227.5ml,ml,227.5
D505-326000000-0001,100ml,ml,100.0,170ml,ml,170.0
D505-327000000-0001,100ml,ml,100.0,180ml,ml,180.0
D505-328000000-0001,100ml,ml,100.0,170.7ml,ml,170.7
D505-329000000-0001,100ml,ml,100.0,192ml,ml,192.0
D505-330000000-0001,100ml,ml,100.0,300ml,ml,300.0
D506-260000000-0001,100ml,ml,100.0,200ml,ml,200.0
D506-266000000-0001,100ml,ml,100.0,200ml,ml,200.0
D506-266050000-0001,100ml,ml,100.0,240ml,ml,240.0
D506-266100000-0001,100ml,ml,100.0,150ml,ml,150.0
D506-266101700-0001,100ml,ml,100.0,124.7ml,ml,124.7
D506-266250000-0001,100ml,ml,100.0,150ml,ml,150.0
D506-266280000-0001,100ml,ml,100.0,201.7ml,ml,201.7
D506-266360000-0001,100ml,ml,100.0,240ml,ml,240.0
D506-268000000-0001,100ml,ml,100.0,200ml,ml,200.0
D506-273000000-0001,100ml,ml,100.0,221ml,ml,221.0
D505-300370000-0001,100ml,ml,100.0,170ml,ml,170.0
D505-301510000-0001,100ml,ml,100.0,190ml,ml,190.0
D505-303000000-0001,100ml,ml,100.0,150ml,ml,150.0
D505-304000000-0001,100ml,ml,100.0,170ml,ml,170.0
D505-305000000-0001,100ml,ml,100.0,208.3ml,ml,208.3
D505-306000000-0001,100ml,ml,100.0,190ml,ml,190.0
D505-306440000-0001,100ml,ml,100.0,188.4ml,ml,188.4
D505-307170000-0001,100ml,ml,100.0,222.2ml,ml,222.2
D505-309000000-0001,100ml,ml,100.0,184.4ml,ml,184.4
D505-310000000-0001,100ml,ml,100.0,170ml,ml,170.0
D505-312000000-0001,100ml,ml,100.0,190ml,ml,190.0
D505-312020000-0001,100ml,ml,100.0,600ml,ml,600.0
D505-313000000-0001,100ml,ml,100.0,180ml,ml,180.0
D505-314000000-0001,100ml,ml,100.0,152.5ml,ml,152.5
D505-317150000-0001,100ml,ml,100.0,234.4ml,ml,234.4
D505-318000000-0001,100ml,ml,100.0,300ml,ml,300.0
D505-320000000-0001,100ml,ml,100.0,170.7ml,ml,170.7
D505-321000000-0001,100ml,ml,100.0,142.6ml,ml,142.6
D505-274000000-0001,100ml,ml,100.0,300ml,ml,300.0
D505-275000000-0001,100ml,ml,100.0,243.4ml,ml,243.4
D505-276000000-0001,100ml,ml,100.0,280ml,ml,280.0
D505-277000000-0001,100ml,ml,100.0,227.7ml,ml,227.7
D505-278000000-0001,100ml,ml,100.0,235.3ml,ml,235.3
D505-279000000-0001,100ml,ml,100.0,260ml,ml,260.0
D505-280000000-0001,100ml,ml,100.0,223.9ml,ml,223.9
D505-282000000-0001,100ml,ml,100.0,62.5m,m,62.5
D505-285000000-0001,100ml,ml,100.0,198.2ml,ml,198.2
D505-286000000-0001,100ml,ml,100.0,300ml,ml,300.0
D505-287000000-0001,100ml,ml,100.0,170ml,ml,170.0
D505-289510000-0001,100ml,ml,100.0,190ml,ml,190.0
D505-290000000-0001,100ml,ml,100.0,203.3ml,ml,203.3
D505-291000000-0001,100ml,ml,100.0,188.6ml,ml,188.6
D505-291240000-0001,100ml,ml,100.0,219.3ml,ml,219.3
D505-296000000-0001,100ml,ml,100.0,236.3ml,ml,236.3
D505-298000000-0001,100ml,ml,100.0,220.5ml,ml,220.5
D505-300000000-0001,100ml,ml,100.0,251.9ml,ml,251.9
D505-245080000-0001,100ml,ml,100.0,200ml,ml,200.0
D505-245240000-0001,100ml,ml,100.0,200ml,ml,200.0
D505-245500000-0001,100ml,ml,100.0,227.4ml,ml,227.4
D505-253000000-0001,100ml,ml,100.0,150ml,ml,150.0
D505-253170000-0001,100ml,ml,100.0,170ml,ml,170.0
D505-253370000-0001,100ml,ml,100.0,150ml,ml,150.0
D505-253373100-0001,100ml,ml,100.0,180ml,ml,180.0
D505-253530000-0001,100ml,ml,100.0,300ml,ml,300.0
D505-255000000-0001,100ml,ml,100.0,164.2ml,ml,164.2
D505-261120000-0001,100ml,ml,100.0,193.4ml,ml,193.4
D505-263000000-0001,100ml,ml,100.0,227.2ml,ml,227.2
D505-265000000-0001,100ml,ml,100.0,280ml,ml,280.0
D505-266000000-0001,100ml,ml,100.0,180ml,ml,180.0
D505-267000000-0001,100ml,ml,100.0,214.5ml,ml,214.5
D505-269000000-0001,100ml,ml,100.0,205.2ml,ml,205.2
D505-271000000-0001,100ml,ml,100.0,600ml,ml,600.0
D505-272000000-0001,100ml,ml,100.0,212ml,ml,212.0
D505-273000000-0001,100ml,ml,100.0,170ml,ml,170.0
D505-223240000-0001,100ml,ml,100.0,190ml,ml,190.0
D505-225000000-0001,100ml,ml,100.0,165.6ml,ml,165.6
D505-225130000-0001,100ml,ml,100.0,165.8ml,ml,165.8
D505-226150000-0001,100ml,ml,100.0,300ml,ml,300.0
D505-226151700-0001,100ml,ml,100.0,170ml,ml,170.0
D505-226370000-0001,100ml,ml,100.0,190ml,ml,190.0
D505-226480000-0001,100ml,ml,100.0,300ml,ml,300.0
D505-227000000-0001,100ml,ml,100.0,563ml,ml,563.0
D505-228000000-0001,100ml,ml,100.0,200ml,ml,200.0
D505-229000000-0001,100ml,ml,100.0,760.5ml,ml,760.5
D505-231000000-0001,100ml,ml,100.0,230ml,ml,230.0
D505-232000000-0001,100ml,ml,100.0,200ml,ml,200.0
D505-234000000-0001,100ml,ml,100.0,397.5ml,ml,397.5
D505-237030000-0001,100ml,ml,100.0,190ml,ml,190.0
D505-241000000-0001,100ml,ml,100.0,156.1ml,ml,156.1
D505-241160000-0001,100ml,ml,100.0,134.4ml,ml,134.4
D505-242000000-0001,100ml,ml,100.0,190ml,ml,190.0
D505-245000000-0001,100ml,ml,100.0,119.3ml,ml,119.3
D505-216071700-0001,100ml,ml,100.0,200ml,ml,200.0
D505-216160000-0001,100ml,ml,100.0,170ml,ml,170.0
D505-216270000-0001,100ml,ml,100.0,150ml,ml,150.0
D505-216280000-0001,100ml,ml,100.0,170ml,ml,170.0
D505-216300000-0001,100ml,ml,100.0,190ml,ml,190.0
D505-216310000-0001,100ml,ml,100.0,180ml,ml,180.0
D505-216350000-0001,100ml,ml,100.0,170ml,ml,170.0
D505-216410000-0001,100ml,ml,100.0,180ml,ml,180.0
D505-217000000-0001,100ml,ml,100.0,190ml,ml,190.0
D505-219130000-0001,100ml,ml,100.0,190ml,ml,190.0
D505-219240000-0001,100ml,ml,100.0,170.6ml,ml,170.6
D505-219244700-0001,100ml,ml,100.0,300ml,ml,300.0
D505-219246200-0001,100ml,ml,100.0,168.7ml,ml,168.7
D505-219520000-0001,100ml,ml,100.0,227.6ml,ml,227.6
D505-222000000-0001,100ml,ml,100.0,130ml,ml,130.0
D505-223000000-0001,100ml,ml,100.0,88ml,ml,88.0
D505-223170000-0001,100ml,ml,100.0,190ml,ml,190.0
D505-223200000-0001,100ml,ml,100.0,300ml,ml,300.0
D512-580000000-0001,100ml,ml,100.0,27.9m,m,27.9
D504-205000000-0001,100ml,ml,100.0,247.9ml,ml,247.9
D504-206000000-0001,100ml,ml,100.0,171.5ml,ml,171.5
D504-208000000-0001,100ml,ml,100.0,324.6ml,ml,324.6
D504-209000000-0001,100ml,ml,100.0,291.9ml,ml,291.9
D504-210000000-0001,100ml,ml,100.0,254.9ml,ml,254.9
D504-211000000-0001,100ml,ml,100.0,236.3ml,ml,236.3
D504-212000000-0001,100ml,ml,100.0,291.9ml,ml,291.9
D505-199000000-0001,100ml,ml,100.0,260ml,ml,260.0
D505-200000000-0001,100ml,ml,100.0,138.7ml,ml,138.7
D505-200240000-0001,100ml,ml,100.0,168.8ml,ml,168.8
D505-203000000-0001,100ml,ml,100.0,186.3ml,ml,186.3
D505-205064700-0001,100ml,ml,100.0,180ml,ml,180.0
D505-205120000-0001,100ml,ml,100.0,187.7ml,ml,187.7
D505-205370000-0001,100ml,ml,100.0,170ml,ml,170.0
D505-210000000-0001,100ml,ml,100.0,150ml,ml,150.0
D505-212000000-0001,100ml,ml,100.0,200ml,ml,200.0
D505-213000000-0001,100ml,ml,100.0,160ml,ml,160.0
D505-216050000-0001,100ml,ml,100.0,180ml,ml,180.0
D503-195000000-0001,100ml,ml,100.0,215.9ml,ml,215.9
D503-196000000-0001,100ml,ml,100.0,550ml,ml,550.0
D503-197000000-0001,100ml,ml,100.0,460ml,ml,460.0
D503-199500000-0001,100ml,ml,100.0,700ml,ml,700.0
D503-200000000-0001,100ml,ml,100.0,700ml,ml,700.0
D504-181000000-0001,100ml,ml,100.0,230ml,ml,230.0
D504-181090000-0001,100ml,ml,100.0,200ml,ml,200.0
D504-184000000-0001,100ml,ml,100.0,168.2ml,ml,168.2
D504-190000000-0001,100ml,ml,100.0,145ml,ml,145.0
D504-191000000-0001,100ml,ml,100.0,200.9ml,ml,200.9
D504-193000000-0001,100ml,ml,100.0,600ml,ml,600.0
D504-194000000-0001,100ml,ml,100.0,254.9ml,ml,254.9
D504-194150000-0001,100ml,ml,100.0,600ml,ml,600.0
D504-195000000-0001,100ml,ml,100.0,129.3ml,ml,129.3
D504-197000000-0001,100ml,ml,100.0,150ml,ml,150.0
D504-199000000-0001,100ml,ml,100.0,200ml,ml,200.0
D504-202000000-0001,100ml,ml,100.0,128ml,ml,128.0
D504-203000000-0001,100ml,ml,100.0,145ml,ml,145.0
D503-169000000-0001,100ml,ml,100.0,400ml,ml,400.0
D503-172000000-0001,100ml,ml,100.0,458.3ml,ml,458.3
D503-173000000-0001,100ml,ml,100.0,140ml,ml,140.0
D503-174000000-0001,100ml,ml,100.0,296.7ml,ml,296.7
D503-174240000-0001,100ml,ml,100.0,428.6ml,ml,428.6
D503-174500000-0001,100ml,ml,100.0,1100m,m,1100.0
D503-175000000-0001,100ml,ml,100.0,255.6ml,ml,255.6
D503-179000000-0001,100ml,ml,100.0,215.5ml,ml,215.5
D503-180000000-0001,100ml,ml,100.0,257.3ml,ml,257.3
D503-181000000-0001,100ml,ml,100.0,82ml,ml,82.0
D503-182000000-0001,100ml,ml,100.0,325.4ml,ml,325.4
D503-185000000-0001,100ml,ml,100.0,314.5ml,ml,314.5
D503-186000000-0001,100ml,ml,100.0,228.1ml,ml,228.1
D503-187000000-0001,100ml,ml,100.0,385.1ml,ml,385.1
D503-188000000-0001,100ml,ml,100.0,265ml,ml,265.0
D503-189000000-0001,100ml,ml,100.0,350ml,ml,350.0
D503-191000000-0001,100ml,ml,100.0,268.8ml,ml,268.8
D503-193000000-0001,100ml,ml,100.0,410ml,ml,410.0
D502-143000000-0001,100ml,ml,100.0,380ml,ml,380.0
D502-146000000-0001,100ml,ml,100.0,380.6ml,ml,380.6
D502-149320000-0001,100ml,ml,100.0,180.8ml,ml,180.8
D503-142000000-0001,100ml,ml,100.0,235.4ml,ml,235.4
D503-145090000-0001,100ml,ml,100.0,600ml,ml,600.0
D503-145320000-0001,100ml,ml,100.0,190ml,ml,190.0
D503-145321100-0001,100ml,ml,100.0,190ml,ml,190.0
D503-146000000-0001,100ml,ml,100.0,180ml,ml,180.0
D503-146010000-0001,100ml,ml,100.0,250ml,ml,250.0
D503-148000000-0001,100ml,ml,100.0,226.6ml,ml,226.6
D503-151010000-0001,100ml,ml,100.0,250ml,ml,250.0
D503-151060000-0001,100ml,ml,100.0,600ml,ml,600.0
D503-157000000-0001,100ml,ml,100.0,197.3ml,ml,197.3
D503-160520000-0001,100ml,ml,100.0,247.5ml,ml,247.5
D503-161000000-0001,100ml,ml,100.0,180ml,ml,180.0
D503-162000000-0001,100ml,ml,100.0,323.3ml,ml,323.3
D503-164000000-0001,100ml,ml,100.0,410ml,ml,410.0
D503-168000000-0001,100ml,ml,100.0,460ml,ml,460.0
D501-067000000-0001,100ml,ml,100.0,209.8ml,ml,209.8
D501-068000000-0001,100ml,ml,100.0,572ml,ml,572.0
D501-070570000-0001,100ml,ml,100.0,400.7ml,ml,400.7
D501-071000000-0001,100ml,ml,100.0,387.9ml,ml,387.9
D501-072000000-0001,100ml,ml,100.0,250ml,ml,250.0
D501-073000000-0001,100ml,ml,100.0,572ml,ml,572.0
D501-075000000-0001,100ml,ml,100.0,420ml,ml,420.0
D501-075480000-0001,100ml,ml,100.0,900ml,ml,900.0
D501-076000000-0001,100ml,ml,100.0,250ml,ml,250.0
D501-077000000-0001,100ml,ml,100.0,250ml,ml,250.0
D501-078000000-0001,100ml,ml,100.0,243.4ml,ml,243.4
D501-082000000-0001,100ml,ml,100.0,267.3ml,ml,267.3
D501-083000000-0001,100ml,ml,100.0,250ml,ml,250.0
D501-085000000-0001,100ml,ml,100.0,250ml,ml,250.0
D502-077000000-0001,100ml,ml,100.0,150ml,ml,150.0
D502-120000000-0001,100ml,ml,100.0,160ml,ml,160.0
D502-125000000-0001,100ml,ml,100.0,104ml,ml,104.0
D502-133470000-0001,100ml,ml,100.0,190ml,ml,190.0
D512-579000000-0001,100ml,ml,100.0,70.5m,m,70.5
D501-036000000-0001,100ml,ml,100.0,270ml,ml,270.0
D501-038000000-0001,100ml,ml,100.0,190ml,ml,190.0
D501-039000000-0001,100ml,ml,100.0,450ml,ml,450.0
D501-044140000-0001,100ml,ml,100.0,238.8ml,ml,238.8
D501-044146300-0001,100ml,ml,100.0,600ml,ml,600.0
D501-044390000-0001,100ml,ml,100.0,375.7ml,ml,375.7
D501-044580000-0001,100ml,ml,100.0,512.6ml,ml,512.6
D501-047280000-0001,100ml,ml,100.0,350ml,ml,350.0
D501-047350000-0001,100ml,ml,100.0,240ml,ml,240.0
D501-050000000-0001,100ml,ml,100.0,190ml,ml,190.0
D501-050330000-0001,100ml,ml,100.0,190ml,ml,190.0
D501-052000000-0001,100ml,ml,100.0,250ml,ml,250.0
D501-052470000-0001,100ml,ml,100.0,190ml,ml,190.0
D501-054000000-0001,100ml,ml,100.0,300ml,ml,300.0
D501-055000000-0001,100ml,ml,100.0,250ml,ml,250.0
D501-055600000-0001,100ml,ml,100.0,179.2ml,ml,179.2
D501-056000000-0001,100ml,ml,100.0,216ml,ml,216.0
D501-062000000-0001,100ml,ml,100.0,408.9ml,ml,408.9
D509-450060000-0001,100ml,ml,100.0,103.5ml,ml,103.5
D501-017550000-0001,100ml,ml,100.0,500ml,ml,500.0
D501-017630000-0001,100ml,ml,100.0,160.2ml,ml,160.2
D501-018000000-0001,100ml,ml,100.0,222.4ml,ml,222.4
D501-018283500-0001,100ml,ml,100.0,370ml,ml,370.0
D501-018370000-0001,100ml,ml,100.0,258.6ml,ml,258.6
D501-018373500-0001,100ml,ml,100.0,280ml,ml,280.0
D501-021000000-0001,100ml,ml,100.0,190ml,ml,190.0
D501-022000000-0001,100ml,ml,100.0,250ml,ml,250.0
D501-023000000-0001,100ml,ml,100.0,500ml,ml,500.0
D501-026000000-0001,100ml,ml,100.0,220ml,ml,220.0
D501-027000000-0001,100ml,ml,100.0,204ml,ml,204.0
D501-028000000-0001,100ml,ml,100.0,374.5ml,ml,374.5
D501-030000000-0001,100ml,ml,100.0,190ml,ml,190.0
D501-032600000-0001,100ml,ml,100.0,300ml,ml,300.0
D501-032606900-0001,100ml,ml,100.0,300ml,ml,300.0
D501-032620000-0001,100ml,ml,100.0,300ml,ml,300.0
D501-032640000-0001,100ml,ml,100.0,300ml,ml,300.0
D501-033000000-0001,100ml,ml,100.0,449.2ml,ml,449.2
D501-035000000-0001,100ml,ml,100.0,291ml,ml,291.0
D501-001000000-0001,100ml,ml,100.0,335.4ml,ml,335.4
D501-003000000-0001,100ml,ml,100.0,500ml,ml,500.0
D501-003350000-0001,100ml,ml,100.0,300ml,ml,300.0
D501-006000000-0001,100ml,ml,100.0,190ml,ml,190.0
D501-006470000-0001,100ml,ml,100.0,190ml,ml,190.0
D501-007000000-0001,100ml,ml,100.0,168.3ml,ml,168.3
D501-007030000-0001,100ml,ml,100.0,400ml,ml,400.0
D501-007480000-0001,100ml,ml,100.0,400ml,ml,400.0
D501-015000000-0001,100ml,ml,100.0,600ml,ml,600.0
D501-016000000-0001,100ml,ml,100.0,190ml,ml,190.0
D501-017030000-0001,100ml,ml,100.0,300ml,ml,300.0
D501-017071500-0001,100ml,ml,100.0,168.4ml,ml,168.4
D501-017231500-0001,100ml,ml,100.0,260ml,ml,260.0
D501-017233100-0001,100ml,ml,100.0,250ml,ml,250.0
D501-017260000-0001,100ml,ml,100.0,444.5ml,ml,444.5
D501-017280000-0001,100ml,ml,100.0,359.2ml,ml,359.2
D501-017455900-0001,100ml,ml,100.0,281.2ml,ml,281.2
D501-017480000-0001,100ml,ml,100.0,300ml,ml,300.0
D509-448000000-0001,100ml,ml,100.0,158.9ml,ml,158.9
D420-759210000-0001,100ml,ml,100.0,355ml,ml,355.0
D420-760000000-0001,100ml,ml,100.0,355ml,ml,355.0
D420-760210000-0001,100ml,ml,100.0,355ml,ml,355.0
D420-760216800-0001,100ml,ml,100.0,355ml,ml,355.0
D420-760220000-0001,100ml,ml,100.0,355ml,ml,355.0
D420-761000000-0001,100ml,ml,100.0,100ml,ml,100.0
D420-762000000-0001,100ml,ml,100.0,355ml,ml,355.0
D420-762200000-0001,100ml,ml,100.0,355ml,ml,355.0
D420-762210000-0001,100ml,ml,100.0,355ml,ml,355.0
D420-763000000-0001,100ml,ml,100.0,355ml,ml,355.0
D420-763210000-0001,100ml,ml,100.0,355ml,ml,355.0
D420-763216800-0001,100ml,ml,100.0,355ml,ml,355.0
D420-763220000-0001,100ml,ml,100.0,355ml,ml,355.0
D420-764000000-0001,100ml,ml,100.0,100ml,ml,100.0
D424-757000000-0001,100ml,ml,100.0,112.3ml,ml,112.3
D426-758000000-0001,100ml,ml,100.0,85ml,ml,85.0
D427-762000000-0001,100ml,ml,100.0,300ml,ml,300.0
D427-763000000-0001,100ml,ml,100.0,150ml,ml,150.0
D417-703000000-0001,100ml,ml,100.0,57.9m,m,57.9
D417-706000000-0001,100ml,ml,100.0,94.2m,m,94.2
D417-707000000-0001,100ml,ml,100.0,94ml,ml,94.0
D418-706000000-0001,100ml,ml,100.0,200ml,ml,200.0
D418-707000000-0001,100ml,ml,100.0,290ml,ml,290.0
D418-708000000-0001,100ml,ml,100.0,115ml,ml,115.0
D418-709000000-0001,100ml,ml,100.0,10ml,ml,10.0
D418-710000000-0001,100ml,ml,100.0,22.1m,m,22.1
D418-712000000-0001,100ml,ml,100.0,15ml,ml,15.0
D419-716000000-0001,100ml,ml,100.0,300ml,ml,300.0
D420-754000000-0001,100ml,ml,100.0,355ml,ml,355.0
D420-754200000-0001,100ml,ml,100.0,355ml,ml,355.0
D420-755000000-0001,100ml,ml,100.0,355ml,ml,355.0
D420-756000000-0001,100ml,ml,100.0,355ml,ml,355.0
D420-757000000-0001,100ml,ml,100.0,100ml,ml,100.0
D420-758000000-0001,100ml,ml,100.0,200ml,ml,200.0
D420-759000000-0001,100ml,ml,100.0,355ml,ml,355.0
D420-759200000-0001,100ml,ml,100.0,355ml,ml,355.0
D414-718000000-0001,100ml,ml,100.0,220ml,ml,220.0
D414-719000000-0001,100ml,ml,100.0,151.1ml,ml,151.1
D414-720000000-0001,100ml,ml,100.0,100ml,ml,100.0
D414-721000000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-721260000-0001,100ml,ml,100.0,150ml,ml,150.0
D415-666000000-0001,100ml,ml,100.0,115.3ml,ml,115.3
D415-673000000-0001,100ml,ml,100.0,100ml,ml,100.0
D415-678000000-0001,100ml,ml,100.0,100ml,ml,100.0
D415-684000000-0001,100ml,ml,100.0,100ml,ml,100.0
D415-685000000-0001,100ml,ml,100.0,93.5m,m,93.5
D415-686000000-0001,100ml,ml,100.0,190.3ml,ml,190.3
D415-688000000-0001,100ml,ml,100.0,100ml,ml,100.0
D416-692000000-0001,100ml,ml,100.0,12.5m,m,12.5
D416-694000000-0001,100ml,ml,100.0,15ml,ml,15.0
D416-695000000-0001,100ml,ml,100.0,15ml,ml,15.0
D416-695030000-0001,100ml,ml,100.0,15ml,ml,15.0
D417-695000000-0001,100ml,ml,100.0,50ml,ml,50.0
D417-700000000-0001,100ml,ml,100.0,15.7m,m,15.7
D414-695000000-0001,100ml,ml,100.0,80.9m,m,80.9
D414-697000000-0001,100ml,ml,100.0,126.4ml,ml,126.4
D414-698000000-0001,100ml,ml,100.0,116.9ml,ml,116.9
D414-699000000-0001,100ml,ml,100.0,114.6ml,ml,114.6
D414-701000000-0001,100ml,ml,100.0,122.2ml,ml,122.2
D414-702000000-0001,100ml,ml,100.0,90.6m,m,90.6
D414-704000000-0001,100ml,ml,100.0,85ml,ml,85.0
D414-705000000-0001,100ml,ml,100.0,105.7ml,ml,105.7
D414-707000000-0001,100ml,ml,100.0,130ml,ml,130.0
D414-708000000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-710000000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-712000000-0001,100ml,ml,100.0,130ml,ml,130.0
D414-712520000-0001,100ml,ml,100.0,112.4ml,ml,112.4
D414-713000000-0001,100ml,ml,100.0,79.2m,m,79.2
D414-714000000-0001,100ml,ml,100.0,31ml,ml,31.0
D414-715000000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-716450000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-717000000-0001,100ml,ml,100.0,101.6ml,ml,101.6
D414-673000000-0001,100ml,ml,100.0,90ml,ml,90.0
D414-674000000-0001,100ml,ml,100.0,150ml,ml,150.0
D414-675000000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-676000000-0001,100ml,ml,100.0,220ml,ml,220.0
D414-677000000-0001,100ml,ml,100.0,144.5ml,ml,144.5
D414-678000000-0001,100ml,ml,100.0,200ml,ml,200.0
D414-680000000-0001,100ml,ml,100.0,130.5ml,ml,130.5
D414-682000000-0001,100ml,ml,100.0,100ml,ml,100.0
D414-683000000-0001,100ml,ml,100.0,29ml,ml,29.0
D414-684000000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-685000000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-686000000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-688000000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-690000000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-691000000-0001,100ml,ml,100.0,150ml,ml,150.0
D414-692000000-0001,100ml,ml,100.0,104.4ml,ml,104.4
D414-693000000-0001,100ml,ml,100.0,27ml,ml,27.0
D414-694000000-0001,100ml,ml,100.0,91ml,ml,91.0
D414-650000000-0001,100ml,ml,100.0,150ml,ml,150.0
D414-652000000-0001,100ml,ml,100.0,150ml,ml,150.0
D414-655000000-0001,100ml,ml,100.0,30ml,ml,30.0
D414-655470000-0001,100ml,ml,100.0,100ml,ml,100.0
D414-655510000-0001,100ml,ml,100.0,100ml,ml,100.0
D414-656000000-0001,100ml,ml,100.0,85ml,ml,85.0
D414-657000000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-658000000-0001,100ml,ml,100.0,70ml,ml,70.0
D414-659000000-0001,100ml,ml,100.0,150ml,ml,150.0
D414-663000000-0001,100ml,ml,100.0,270ml,ml,270.0
D414-664000000-0001,100ml,ml,100.0,80ml,ml,80.0
D414-665000000-0001,100ml,ml,100.0,150ml,ml,150.0
D414-667000000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-668000000-0001,100ml,ml,100.0,159.5ml,ml,159.5
D414-669110000-0001,100ml,ml,100.0,300ml,ml,300.0
D414-669460000-0001,100ml,ml,100.0,300ml,ml,300.0
D414-671000000-0001,100ml,ml,100.0,150ml,ml,150.0
D414-672000000-0001,100ml,ml,100.0,300ml,ml,300.0
D414-637240000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-637320000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-638000000-0001,100ml,ml,100.0,90ml,ml,90.0
D414-639000000-0001,100ml,ml,100.0,150ml,ml,150.0
D414-640070000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-642000000-0001,100ml,ml,100.0,344.4ml,ml,344.4
D414-643000000-0001,100ml,ml,100.0,110ml,ml,110.0
D414-643000000-0002,100ml,ml,100.0,100ml,ml,100.0
D414-644000000-0001,100ml,ml,100.0,108.2ml,ml,108.2
D414-645140000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-645240000-0001,100ml,ml,100.0,100ml,ml,100.0
D414-645410000-0001,100ml,ml,100.0,85ml,ml,85.0
D414-646000000-0001,100ml,ml,100.0,22.5m,m,22.5
D414-646400000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-647320000-0001,100ml,ml,100.0,85ml,ml,85.0
D414-648000000-0001,100ml,ml,100.0,85ml,ml,85.0
D414-649000000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-649420000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-616000000-0001,100ml,ml,100.0,25ml,ml,25.0
D414-617000000-0001,100ml,ml,100.0,100ml,ml,100.0
D414-618000000-0001,100ml,ml,100.0,70ml,ml,70.0
D414-619000000-0001,100ml,ml,100.0,85ml,ml,85.0
D414-619500000-0001,100ml,ml,100.0,69.8m,m,69.8
D414-620000000-0001,100ml,ml,100.0,100ml,ml,100.0
D414-621000000-0001,100ml,ml,100.0,90ml,ml,90.0
D414-622000000-0001,100ml,ml,100.0,85.2m,m,85.2
D414-623000000-0001,100ml,ml,100.0,40ml,ml,40.0
D414-624000000-0001,100ml,ml,100.0,50ml,ml,50.0
D414-626000000-0001,100ml,ml,100.0,85ml,ml,85.0
D414-626280000-0001,100ml,ml,100.0,100ml,ml,100.0
