food_code,serving_size_str,serving_size_unit,serving_size_value,product_weight_str,product_weight_unit,product_weight_value
D202-120000000-2227,100g,g,100.0,658g,g,658.0
D202-120000000-2146,100g,g,100.0,1145g,g,1145.0
D202-120000000-2148,100g,g,100.0,1279g,g,1279.0
D202-120000000-2175,100g,g,100.0,945g,g,945.0
D202-120000000-2176,100g,g,100.0,553g,g,553.0
D202-120000000-2177,100g,g,100.0,1382g,g,1382.0
D202-120000000-2178,100g,g,100.0,826g,g,826.0
D202-120000000-2179,100g,g,100.0,1342g,g,1342.0
D202-120000000-2180,100g,g,100.0,806g,g,806.0
D202-120000000-2181,100g,g,100.0,1351g,g,1351.0
D202-120000000-2184,100g,g,100.0,1165g,g,1165.0
D202-120000000-2185,100g,g,100.0,661g,g,661.0
D202-120000000-2186,100g,g,100.0,1362g,g,1362.0
D202-120000000-2187,100g,g,100.0,797g,g,797.0
D202-120000000-2188,100g,g,100.0,788g,g,788.0
D202-120000000-2189,100g,g,100.0,419g,g,419.0
D202-120000000-2190,100g,g,100.0,663g,g,663.0
D202-120000000-2191,100g,g,100.0,1185g,g,1185.0
D202-120000000-2192,100g,g,100.0,1374g,g,1374.0
D202-120000000-2124,100g,g,100.0,790g,g,790.0
D202-120000000-2125,100g,g,100.0,491g,g,491.0
D202-120000000-2126,100g,g,100.0,690g,g,690.0
D202-120000000-2127,100g,g,100.0,411g,g,411.0
D202-120000000-2128,100g,g,100.0,495g,g,495.0
D202-120000000-2129,100g,g,100.0,376g,g,376.0
D202-120000000-2130,100g,g,100.0,810g,g,810.0
D202-120000000-2131,100g,g,100.0,511g,g,511.0
D202-120000000-2132,100g,g,100.0,767g,g,767.0
D202-120000000-2133,100g,g,100.0,584g,g,584.0
D202-120000000-2134,100g,g,100.0,100g,g,100.0
D202-120000000-2135,100g,g,100.0,1160g,g,1160.0
D202-120000000-2136,100g,g,100.0,757g,g,757.0
D202-120000000-2137,100g,g,100.0,646g,g,646.0
D202-120000000-2138,100g,g,100.0,927g,g,927.0
D202-120000000-2141,100g,g,100.0,850g,g,850.0
D202-120000000-2142,100g,g,100.0,793g,g,793.0
D202-120000000-2143,100g,g,100.0,493.1g,g,493.1
D220-719000000-0062,100ml,ml,100.0,650g,g,650.0
D202-120000000-2070,100g,g,100.0,545g,g,545.0
D202-120000000-2083,100g,g,100.0,940g,g,940.0
D202-120000000-2084,100g,g,100.0,856g,g,856.0
D202-120000000-2085,100g,g,100.0,612g,g,612.0
D202-120000000-2087,100g,g,100.0,469.4g,g,469.4
D202-120000000-2089,100g,g,100.0,299.9g,g,299.9
D202-120000000-2092,100g,g,100.0,716g,g,716.0
D202-120000000-2093,100g,g,100.0,100g,g,100.0
D202-120000000-2095,100g,g,100.0,467g,g,467.0
D202-120000000-2096,100g,g,100.0,332g,g,332.0
D202-120000000-2097,100g,g,100.0,664g,g,664.0
D202-120000000-2098,100g,g,100.0,486g,g,486.0
D202-120000000-2101,100g,g,100.0,1074g,g,1074.0
D202-120000000-2103,100g,g,100.0,900g,g,900.0
D202-120000000-2119,100g,g,100.0,889.6g,g,889.6
D202-120000000-2120,100g,g,100.0,545.3g,g,545.3
D202-120000000-2121,100g,g,100.0,985g,g,985.0
D202-120000000-2122,100g,g,100.0,880g,g,880.0
D202-120000000-2123,100g,g,100.0,556g,g,556.0
D202-120000000-2006,100g,g,100.0,1046.,.,1046.0
D202-120000000-2007,100g,g,100.0,778g,g,778.0
D202-120000000-2008,100g,g,100.0,1330.,.,1330.0
D202-120000000-2009,100g,g,100.0,429.9g,g,429.9
D202-120000000-2010,100g,g,100.0,1372.,.,1372.0
D202-120000000-2011,100g,g,100.0,1031.,.,1031.0
D202-120000000-2012,100g,g,100.0,1727.,.,1727.0
D202-120000000-2013,100g,g,100.0,922g,g,922.0
D202-120000000-2014,100g,g,100.0,1013g,g,1013.0
D202-120000000-2015,100g,g,100.0,1165g,g,1165.0
D202-120000000-2017,100g,g,100.0,923g,g,923.0
D202-120000000-2022,100g,g,100.0,1196g,g,1196.0
D202-120000000-2027,100g,g,100.0,100g,g,100.0
D202-120000000-2028,100g,g,100.0,1000.,.,1000.0
D202-120000000-2029,100g,g,100.0,615.4g,g,615.4
D202-120000000-2032,100g,g,100.0,1318g,g,1318.0
D202-120000000-2057,100g,g,100.0,620g,g,620.0
D202-120000000-2058,100g,g,100.0,1075g,g,1075.0
D202-120000000-2069,100g,g,100.0,768g,g,768.0
D202-120000000-1986,100g,g,100.0,915g,g,915.0
D202-120000000-1987,100g,g,100.0,675g,g,675.0
D202-120000000-1988,100g,g,100.0,968g,g,968.0
D202-120000000-1991,100g,g,100.0,532g,g,532.0
D202-120000000-1992,100g,g,100.0,823g,g,823.0
D202-120000000-1993,100g,g,100.0,476g,g,476.0
D202-120000000-1994,100g,g,100.0,845g,g,845.0
D202-120000000-1995,100g,g,100.0,490g,g,490.0
D202-120000000-1996,100g,g,100.0,870g,g,870.0
D202-120000000-1997,100g,g,100.0,509g,g,509.0
D202-120000000-1998,100g,g,100.0,813g,g,813.0
D202-120000000-1999,100g,g,100.0,846g,g,846.0
D202-120000000-2000,100g,g,100.0,848g,g,848.0
D202-120000000-2001,100g,g,100.0,1358.,.,1358.0
D202-120000000-2002,100g,g,100.0,908.7g,g,908.7
D202-120000000-2003,100g,g,100.0,1836.,.,1836.0
D202-120000000-2004,100g,g,100.0,1341.,.,1341.0
D202-120000000-2005,100g,g,100.0,1030.,.,1030.0
D220-719000000-0061,100ml,ml,100.0,591g,g,591.0
D202-120000000-1965,100g,g,100.0,1046g,g,1046.0
D202-120000000-1966,100g,g,100.0,802g,g,802.0
D202-120000000-1967,100g,g,100.0,1552g,g,1552.0
D202-120000000-1968,100g,g,100.0,956g,g,956.0
D202-120000000-1969,100g,g,100.0,737g,g,737.0
D202-120000000-1970,100g,g,100.0,1372g,g,1372.0
D202-120000000-1971,100g,g,100.0,856g,g,856.0
D202-120000000-1972,100g,g,100.0,657g,g,657.0
D202-120000000-1973,100g,g,100.0,733g,g,733.0
D202-120000000-1974,100g,g,100.0,536g,g,536.0
D202-120000000-1975,100g,g,100.0,1592g,g,1592.0
D202-120000000-1976,100g,g,100.0,976g,g,976.0
D202-120000000-1977,100g,g,100.0,757g,g,757.0
D202-120000000-1978,100g,g,100.0,926g,g,926.0
D202-120000000-1979,100g,g,100.0,942g,g,942.0
D202-120000000-1980,100g,g,100.0,992g,g,992.0
D202-120000000-1981,100g,g,100.0,917.2g,g,917.2
D202-120000000-1982,100g,g,100.0,571.7g,g,571.7
D220-719000000-0060,100ml,ml,100.0,946g,g,946.0
D202-120000000-1946,100g,g,100.0,674g,g,674.0
D202-120000000-1947,100g,g,100.0,1048g,g,1048.0
D202-120000000-1948,100g,g,100.0,824g,g,824.0
D202-120000000-1949,100g,g,100.0,468g,g,468.0
D202-120000000-1950,100g,g,100.0,1004g,g,1004.0
D202-120000000-1951,100g,g,100.0,1038g,g,1038.0
D202-120000000-1952,100g,g,100.0,810g,g,810.0
D202-120000000-1953,100g,g,100.0,948g,g,948.0
D202-120000000-1954,100g,g,100.0,745g,g,745.0
D202-120000000-1955,100g,g,100.0,848g,g,848.0
D202-120000000-1956,100g,g,100.0,665g,g,665.0
D202-120000000-1957,100g,g,100.0,777g,g,777.0
D202-120000000-1958,100g,g,100.0,612g,g,612.0
D202-120000000-1959,100g,g,100.0,968g,g,968.0
D202-120000000-1960,100g,g,100.0,765g,g,765.0
D202-120000000-1961,100g,g,100.0,1252g,g,1252.0
D202-120000000-1962,100g,g,100.0,1280g,g,1280.0
D202-120000000-1963,100g,g,100.0,1112g,g,1112.0
D202-120000000-1964,100g,g,100.0,1707g,g,1707.0
D202-120000000-1928,100g,g,100.0,1048g,g,1048.0
D202-120000000-1929,100g,g,100.0,720g,g,720.0
D202-120000000-1930,100g,g,100.0,1451.,.,1451.0
D202-120000000-1931,100g,g,100.0,903g,g,903.0
D202-120000000-1932,100g,g,100.0,1288g,g,1288.0
D202-120000000-1933,100g,g,100.0,794g,g,794.0
D202-120000000-1934,100g,g,100.0,1451.,.,1451.0
D202-120000000-1935,100g,g,100.0,903g,g,903.0
D202-120000000-1936,100g,g,100.0,1410.,.,1410.0
D202-120000000-1937,100g,g,100.0,890g,g,890.0
D202-120000000-1938,100g,g,100.0,1497.,.,1497.0
D202-120000000-1939,100g,g,100.0,931g,g,931.0
D202-120000000-1940,100g,g,100.0,970g,g,970.0
D202-120000000-1941,100g,g,100.0,100g,g,100.0
D202-120000000-1942,100g,g,100.0,865g,g,865.0
D202-120000000-1943,100g,g,100.0,651g,g,651.0
D202-120000000-1944,100g,g,100.0,751g,g,751.0
D202-120000000-1945,100g,g,100.0,565g,g,565.0
D220-719000000-0059,100ml,ml,100.0,591g,g,591.0
D202-120000000-1909,100g,g,100.0,600g,g,600.0
D202-120000000-1910,100g,g,100.0,1200g,g,1200.0
D202-120000000-1911,100g,g,100.0,1008g,g,1008.0
D202-120000000-1912,100g,g,100.0,1080g,g,1080.0
D202-120000000-1913,100g,g,100.0,715g,g,715.0
D202-120000000-1914,100g,g,100.0,1120g,g,1120.0
D202-120000000-1915,100g,g,100.0,970g,g,970.0
D202-120000000-1916,100g,g,100.0,650g,g,650.0
D202-120000000-1917,100g,g,100.0,760g,g,760.0
D202-120000000-1918,100g,g,100.0,550g,g,550.0
D202-120000000-1919,100g,g,100.0,735g,g,735.0
D202-120000000-1920,100g,g,100.0,1118g,g,1118.0
D202-120000000-1921,100g,g,100.0,765g,g,765.0
D202-120000000-1922,100g,g,100.0,1028g,g,1028.0
D202-120000000-1923,100g,g,100.0,700g,g,700.0
D202-120000000-1924,100g,g,100.0,928g,g,928.0
D202-120000000-1925,100g,g,100.0,620g,g,620.0
D202-120000000-1926,100g,g,100.0,817g,g,817.0
D202-120000000-1927,100g,g,100.0,599g,g,599.0
D202-120000000-1890,100g,g,100.0,742g,g,742.0
D202-120000000-1891,100g,g,100.0,795g,g,795.0
D202-120000000-1892,100g,g,100.0,586g,g,586.0
D202-120000000-1893,100g,g,100.0,535g,g,535.0
D202-120000000-1894,100g,g,100.0,1075g,g,1075.0
D202-120000000-1895,100g,g,100.0,799g,g,799.0
D202-120000000-1896,100g,g,100.0,1367g,g,1367.0
D202-120000000-1897,100g,g,100.0,442g,g,442.0
D202-120000000-1898,100g,g,100.0,1118g,g,1118.0
D202-120000000-1899,100g,g,100.0,880g,g,880.0
D202-120000000-1900,100g,g,100.0,660g,g,660.0
D202-120000000-1901,100g,g,100.0,825g,g,825.0
D202-120000000-1902,100g,g,100.0,611g,g,611.0
D202-120000000-1903,100g,g,100.0,1210g,g,1210.0
D202-120000000-1904,100g,g,100.0,1230g,g,1230.0
D202-120000000-1905,100g,g,100.0,880g,g,880.0
D202-120000000-1906,100g,g,100.0,660g,g,660.0
D202-120000000-1907,100g,g,100.0,1180g,g,1180.0
D202-120000000-1908,100g,g,100.0,1485g,g,1485.0
D202-120000000-1872,100g,g,100.0,1040g,g,1040.0
D202-120000000-1873,100g,g,100.0,576g,g,576.0
D202-120000000-1874,100g,g,100.0,744g,g,744.0
D202-120000000-1875,100g,g,100.0,420g,g,420.0
D202-120000000-1876,100g,g,100.0,1112g,g,1112.0
D202-120000000-1877,100g,g,100.0,642g,g,642.0
D202-120000000-1878,100g,g,100.0,1104g,g,1104.0
D202-120000000-1879,100g,g,100.0,648g,g,648.0
D202-120000000-1880,100g,g,100.0,1008g,g,1008.0
D202-120000000-1881,100g,g,100.0,582g,g,582.0
D202-120000000-1882,100g,g,100.0,952g,g,952.0
D202-120000000-1883,100g,g,100.0,510g,g,510.0
D202-120000000-1884,100g,g,100.0,1040g,g,1040.0
D202-120000000-1885,100g,g,100.0,576g,g,576.0
D202-120000000-1886,100g,g,100.0,840g,g,840.0
D202-120000000-1887,100g,g,100.0,872g,g,872.0
D202-120000000-1888,100g,g,100.0,1104g,g,1104.0
D202-120000000-1889,100g,g,100.0,960g,g,960.0
D220-719000000-0058,100ml,ml,100.0,946g,g,946.0
D202-120000000-1854,100g,g,100.0,462g,g,462.0
D202-120000000-1855,100g,g,100.0,952g,g,952.0
D202-120000000-1856,100g,g,100.0,528g,g,528.0
D202-120000000-1857,100g,g,100.0,1060g,g,1060.0
D202-120000000-1858,100g,g,100.0,630g,g,630.0
D202-120000000-1859,100g,g,100.0,850g,g,850.0
D202-120000000-1860,100g,g,100.0,1104g,g,1104.0
D202-120000000-1861,100g,g,100.0,636g,g,636.0
D202-120000000-1862,100g,g,100.0,976g,g,976.0
D202-120000000-1863,100g,g,100.0,522g,g,522.0
D202-120000000-1864,100g,g,100.0,1064g,g,1064.0
D202-120000000-1865,100g,g,100.0,576g,g,576.0
D202-120000000-1866,100g,g,100.0,1072g,g,1072.0
D202-120000000-1867,100g,g,100.0,582g,g,582.0
D202-120000000-1868,100g,g,100.0,1072g,g,1072.0
D202-120000000-1869,100g,g,100.0,588g,g,588.0
D202-120000000-1870,100g,g,100.0,944g,g,944.0
D202-120000000-1871,100g,g,100.0,504g,g,504.0
D202-120000000-1836,100g,g,100.0,534g,g,534.0
D202-120000000-1837,100g,g,100.0,984g,g,984.0
D202-120000000-1838,100g,g,100.0,534g,g,534.0
D202-120000000-1839,100g,g,100.0,976g,g,976.0
D202-120000000-1840,100g,g,100.0,546g,g,546.0
D202-120000000-1841,100g,g,100.0,856g,g,856.0
D202-120000000-1842,100g,g,100.0,462g,g,462.0
D202-120000000-1843,100g,g,100.0,952g,g,952.0
D202-120000000-1844,100g,g,100.0,528g,g,528.0
D202-120000000-1845,100g,g,100.0,656g,g,656.0
D202-120000000-1846,100g,g,100.0,378g,g,378.0
D202-120000000-1847,100g,g,100.0,1024g,g,1024.0
D202-120000000-1848,100g,g,100.0,594g,g,594.0
D202-120000000-1849,100g,g,100.0,1016g,g,1016.0
D202-120000000-1850,100g,g,100.0,600g,g,600.0
D202-120000000-1851,100g,g,100.0,920g,g,920.0
D202-120000000-1852,100g,g,100.0,534g,g,534.0
D202-120000000-1853,100g,g,100.0,856g,g,856.0
D202-120000000-1818,100g,g,100.0,808g,g,808.0
D202-120000000-1819,100g,g,100.0,1045g,g,1045.0
D202-120000000-1820,100g,g,100.0,895g,g,895.0
D202-120000000-1821,100g,g,100.0,458g,g,458.0
D202-120000000-1822,100g,g,100.0,1175g,g,1175.0
D202-120000000-1823,100g,g,100.0,1095g,g,1095.0
D202-120000000-1824,100g,g,100.0,628g,g,628.0
D202-120000000-1825,100g,g,100.0,1145g,g,1145.0
D202-120000000-1826,100g,g,100.0,955g,g,955.0
D202-120000000-1827,100g,g,100.0,979g,g,979.0
D202-120000000-1828,100g,g,100.0,822g,g,822.0
D202-120000000-1829,100g,g,100.0,1391g,g,1391.0
D202-120000000-1830,100g,g,100.0,495g,g,495.0
D202-120000000-1831,100g,g,100.0,1016g,g,1016.0
D202-120000000-1832,100g,g,100.0,594g,g,594.0
D202-120000000-1833,100g,g,100.0,888g,g,888.0
D202-120000000-1834,100g,g,100.0,474g,g,474.0
D202-120000000-1835,100g,g,100.0,976g,g,976.0
D220-719000000-0080,100ml,ml,100.0,473g,g,473.0
D202-120000000-1800,100g,g,100.0,708g,g,708.0
D202-120000000-1801,100g,g,100.0,1752g,g,1752.0
D202-120000000-1802,100g,g,100.0,1335g,g,1335.0
D202-120000000-1803,100g,g,100.0,808g,g,808.0
D202-120000000-1804,100g,g,100.0,1247g,g,1247.0
D202-120000000-1805,100g,g,100.0,895g,g,895.0
D202-120000000-1806,100g,g,100.0,458g,g,458.0
D202-120000000-1807,100g,g,100.0,1377g,g,1377.0
D202-120000000-1808,100g,g,100.0,1095g,g,1095.0
D202-120000000-1809,100g,g,100.0,628g,g,628.0
D202-120000000-1810,100g,g,100.0,1347g,g,1347.0
D202-120000000-1811,100g,g,100.0,955g,g,955.0
D202-120000000-1812,100g,g,100.0,488g,g,488.0
D202-120000000-1813,100g,g,100.0,1255g,g,1255.0
D202-120000000-1814,100g,g,100.0,1468g,g,1468.0
D202-120000000-1815,100g,g,100.0,708g,g,708.0
D202-120000000-1816,100g,g,100.0,1550g,g,1550.0
D202-120000000-1817,100g,g,100.0,1335g,g,1335.0
D202-120000000-1782,100g,g,100.0,585g,g,585.0
D202-120000000-1783,100g,g,100.0,648g,g,648.0
D202-120000000-1784,100g,g,100.0,1220g,g,1220.0
D202-120000000-1785,100g,g,100.0,870g,g,870.0
D202-120000000-1786,100g,g,100.0,1008g,g,1008.0
D202-120000000-1787,100g,g,100.0,445g,g,445.0
D202-120000000-1788,100g,g,100.0,582g,g,582.0
D202-120000000-1789,100g,g,100.0,952g,g,952.0
D202-120000000-1790,100g,g,100.0,510g,g,510.0
D202-120000000-1791,100g,g,100.0,1040g,g,1040.0
D202-120000000-1792,100g,g,100.0,576g,g,576.0
D202-120000000-1793,100g,g,100.0,1300g,g,1300.0
D202-120000000-1794,100g,g,100.0,1191.,.,1191.0
D202-120000000-1795,100g,g,100.0,728g,g,728.0
D202-120000000-1796,100g,g,100.0,1191.,.,1191.0
D202-120000000-1797,100g,g,100.0,728g,g,728.0
D202-120000000-1798,100g,g,100.0,1237.,.,1237.0
D202-120000000-1799,100g,g,100.0,756g,g,756.0
D220-719000000-0079,100ml,ml,100.0,355g,g,355.0
D202-120000000-1764,100g,g,100.0,1072g,g,1072.0
D202-120000000-1765,100g,g,100.0,582g,g,582.0
D202-120000000-1766,100g,g,100.0,1072g,g,1072.0
D202-120000000-1767,100g,g,100.0,588g,g,588.0
D202-120000000-1768,100g,g,100.0,944g,g,944.0
D202-120000000-1769,100g,g,100.0,504g,g,504.0
D202-120000000-1770,100g,g,100.0,1040g,g,1040.0
D202-120000000-1771,100g,g,100.0,576g,g,576.0
D202-120000000-1772,100g,g,100.0,1120g,g,1120.0
D202-120000000-1773,100g,g,100.0,810g,g,810.0
D202-120000000-1774,100g,g,100.0,415g,g,415.0
D202-120000000-1775,100g,g,100.0,744g,g,744.0
D202-120000000-1776,100g,g,100.0,420g,g,420.0
D202-120000000-1777,100g,g,100.0,1112g,g,1112.0
D202-120000000-1778,100g,g,100.0,642g,g,642.0
D202-120000000-1779,100g,g,100.0,1250g,g,1250.0
D202-120000000-1780,100g,g,100.0,1010g,g,1010.0
D202-120000000-1781,100g,g,100.0,1104g,g,1104.0
D202-120000000-1745,100g,g,100.0,565g,g,565.0
D202-120000000-1746,100g,g,100.0,1160g,g,1160.0
D202-120000000-1747,100g,g,100.0,545g,g,545.0
D202-120000000-1748,100g,g,100.0,317g,g,317.0
D202-120000000-1749,100g,g,100.0,878g,g,878.0
D202-120000000-1750,100g,g,100.0,666g,g,666.0
D202-120000000-1751,100g,g,100.0,763g,g,763.0
D202-120000000-1752,100g,g,100.0,705g,g,705.0
D202-120000000-1754,100g,g,100.0,545g,g,545.0
D202-120000000-1755,100g,g,100.0,1032g,g,1032.0
D202-120000000-1756,100g,g,100.0,1104g,g,1104.0
D202-120000000-1757,100g,g,100.0,636g,g,636.0
D202-120000000-1758,100g,g,100.0,1543g,g,1543.0
D202-120000000-1759,100g,g,100.0,1652g,g,1652.0
D202-120000000-1760,100g,g,100.0,976g,g,976.0
D202-120000000-1761,100g,g,100.0,522g,g,522.0
D202-120000000-1762,100g,g,100.0,1072g,g,1072.0
D202-120000000-1763,100g,g,100.0,576g,g,576.0
D220-719000000-0078,100ml,ml,100.0,355g,g,355.0
D202-120000000-1726,100g,g,100.0,982g,g,982.0
D202-120000000-1727,100g,g,100.0,220g,g,220.0
D202-120000000-1728,100g,g,100.0,1202g,g,1202.0
D202-120000000-1729,100g,g,100.0,999g,g,999.0
D202-120000000-1730,100g,g,100.0,1102g,g,1102.0
D202-120000000-1731,100g,g,100.0,948g,g,948.0
D202-120000000-1732,100g,g,100.0,612g,g,612.0
D202-120000000-1733,100g,g,100.0,1070.,.,1070.0
D202-120000000-1734,100g,g,100.0,708g,g,708.0
D202-120000000-1735,100g,g,100.0,977g,g,977.0
D202-120000000-1736,100g,g,100.0,776g,g,776.0
D202-120000000-1737,100g,g,100.0,750g,g,750.0
D202-120000000-1738,100g,g,100.0,773g,g,773.0
D202-120000000-1739,100g,g,100.0,726g,g,726.0
D202-120000000-1740,100g,g,100.0,940g,g,940.0
D202-120000000-1741,100g,g,100.0,831g,g,831.0
D202-120000000-1742,100g,g,100.0,924g,g,924.0
D202-120000000-1743,100g,g,100.0,1242g,g,1242.0
D202-120000000-1744,100g,g,100.0,401g,g,401.0
D202-120000000-1707,100g,g,100.0,954g,g,954.0
D202-120000000-1708,100g,g,100.0,1113g,g,1113.0
D202-120000000-1709,100g,g,100.0,1279g,g,1279.0
D202-120000000-1710,100g,g,100.0,1028g,g,1028.0
D202-120000000-1711,100g,g,100.0,930g,g,930.0
D202-120000000-1712,100g,g,100.0,891g,g,891.0
D202-120000000-1713,100g,g,100.0,914g,g,914.0
D202-120000000-1714,100g,g,100.0,457g,g,457.0
D202-120000000-1715,100g,g,100.0,1103g,g,1103.0
D202-120000000-1716,100g,g,100.0,820g,g,820.0
D202-120000000-1717,100g,g,100.0,1403g,g,1403.0
D202-120000000-1718,100g,g,100.0,1065g,g,1065.0
D202-120000000-1719,100g,g,100.0,820g,g,820.0
D202-120000000-1720,100g,g,100.0,1206g,g,1206.0
D202-120000000-1721,100g,g,100.0,984g,g,984.0
D202-120000000-1722,100g,g,100.0,860g,g,860.0
D202-120000000-1723,100g,g,100.0,639g,g,639.0
D202-120000000-1724,100g,g,100.0,1093g,g,1093.0
D202-120000000-1725,100g,g,100.0,824g,g,824.0
D202-120000000-1689,100g,g,100.0,959g,g,959.0
D202-120000000-1690,100g,g,100.0,589g,g,589.0
D202-120000000-1691,100g,g,100.0,1096g,g,1096.0
D202-120000000-1692,100g,g,100.0,630g,g,630.0
D202-120000000-1693,100g,g,100.0,1082g,g,1082.0
D202-120000000-1694,100g,g,100.0,685g,g,685.0
D202-120000000-1695,100g,g,100.0,1088g,g,1088.0
D202-120000000-1696,100g,g,100.0,636g,g,636.0
D202-120000000-1697,100g,g,100.0,1353.,.,1353.0
D202-120000000-1698,100g,g,100.0,735g,g,735.0
D202-120000000-1699,100g,g,100.0,992g,g,992.0
D202-120000000-1700,100g,g,100.0,570g,g,570.0
D202-120000000-1701,100g,g,100.0,936g,g,936.0
D202-120000000-1702,100g,g,100.0,498g,g,498.0
D202-120000000-1703,100g,g,100.0,1024g,g,1024.0
D202-120000000-1704,100g,g,100.0,564g,g,564.0
D202-120000000-1705,100g,g,100.0,1320g,g,1320.0
D202-120000000-1706,100g,g,100.0,735g,g,735.0
D220-719000000-0077,100ml,ml,100.0,100g,g,100.0
D202-120000000-1671,100g,g,100.0,707g,g,707.0
D202-120000000-1672,100g,g,100.0,960g,g,960.0
D202-120000000-1673,100g,g,100.0,510g,g,510.0
D202-120000000-1674,100g,g,100.0,1056g,g,1056.0
D202-120000000-1675,100g,g,100.0,570g,g,570.0
D202-120000000-1676,100g,g,100.0,1056g,g,1056.0
D202-120000000-1677,100g,g,100.0,570g,g,570.0
D202-120000000-1678,100g,g,100.0,1056g,g,1056.0
D202-120000000-1679,100g,g,100.0,582g,g,582.0
D202-120000000-1680,100g,g,100.0,940g,g,940.0
D202-120000000-1681,100g,g,100.0,928g,g,928.0
D202-120000000-1682,100g,g,100.0,498g,g,498.0
D202-120000000-1683,100g,g,100.0,1024g,g,1024.0
D202-120000000-1684,100g,g,100.0,564g,g,564.0
D202-120000000-1685,100g,g,100.0,728g,g,728.0
D202-120000000-1686,100g,g,100.0,408g,g,408.0
D202-120000000-1687,100g,g,100.0,1255.,.,1255.0
D202-120000000-1688,100g,g,100.0,707g,g,707.0
D202-120000000-1651,100g,g,100.0,631g,g,631.0
D202-120000000-1652,100g,g,100.0,1387g,g,1387.0
D202-120000000-1653,100g,g,100.0,1048g,g,1048.0
D202-120000000-1654,100g,g,100.0,1474g,g,1474.0
D202-120000000-1655,100g,g,100.0,966g,g,966.0
D202-120000000-1656,100g,g,100.0,514g,g,514.0
D202-120000000-1657,100g,g,100.0,1188g,g,1188.0
D202-120000000-1658,100g,g,100.0,848g,g,848.0
D202-120000000-1659,100g,g,100.0,818g,g,818.0
D202-120000000-1660,100g,g,100.0,1200g,g,1200.0
D202-120000000-1661,100g,g,100.0,775g,g,775.0
D202-120000000-1662,100g,g,100.0,1185g,g,1185.0
D202-120000000-1663,100g,g,100.0,1174g,g,1174.0
D202-120000000-1665,100g,g,100.0,695g,g,695.0
D202-120000000-1666,100g,g,100.0,1228g,g,1228.0
D202-120000000-1667,100g,g,100.0,1144g,g,1144.0
D202-120000000-1668,100g,g,100.0,1088g,g,1088.0
D202-120000000-1669,100g,g,100.0,630g,g,630.0
D202-120000000-1670,100g,g,100.0,1307.,.,1307.0
D202-120000000-1633,100g,g,100.0,1174g,g,1174.0
D202-120000000-1634,100g,g,100.0,696g,g,696.0
D202-120000000-1635,100g,g,100.0,455g,g,455.0
D202-120000000-1636,100g,g,100.0,479g,g,479.0
D202-120000000-1637,100g,g,100.0,490g,g,490.0
D202-120000000-1638,100g,g,100.0,332g,g,332.0
D202-120000000-1639,100g,g,100.0,462g,g,462.0
D202-120000000-1640,100g,g,100.0,1394g,g,1394.0
D202-120000000-1641,100g,g,100.0,816g,g,816.0
D202-120000000-1642,100g,g,100.0,555g,g,555.0
D202-120000000-1643,100g,g,100.0,927g,g,927.0
D202-120000000-1644,100g,g,100.0,533g,g,533.0
D202-120000000-1645,100g,g,100.0,1032g,g,1032.0
D202-120000000-1646,100g,g,100.0,536g,g,536.0
D202-120000000-1647,100g,g,100.0,936g,g,936.0
D202-120000000-1648,100g,g,100.0,843g,g,843.0
D202-120000000-1649,100g,g,100.0,411g,g,411.0
D202-120000000-1650,100g,g,100.0,1142g,g,1142.0
D220-719000000-0076,100ml,ml,100.0,100g,g,100.0
D202-120000000-1614,100g,g,100.0,808g,g,808.0
D202-120000000-1615,100g,g,100.0,414g,g,414.0
D202-120000000-1616,100g,g,100.0,283g,g,283.0
D202-120000000-1617,100g,g,100.0,1170g,g,1170.0
D202-120000000-1618,100g,g,100.0,565g,g,565.0
D202-120000000-1619,100g,g,100.0,650g,g,650.0
D202-120000000-1620,100g,g,100.0,715g,g,715.0
D202-120000000-1621,100g,g,100.0,830g,g,830.0
D202-120000000-1622,100g,g,100.0,400g,g,400.0
D202-120000000-1623,100g,g,100.0,1509g,g,1509.0
D202-120000000-1624,100g,g,100.0,886g,g,886.0
D202-120000000-1625,100g,g,100.0,600g,g,600.0
D202-120000000-1626,100g,g,100.0,1046g,g,1046.0
D202-120000000-1627,100g,g,100.0,604g,g,604.0
D202-120000000-1628,100g,g,100.0,1354g,g,1354.0
D202-120000000-1629,100g,g,100.0,796g,g,796.0
D202-120000000-1630,100g,g,100.0,535g,g,535.0
D202-120000000-1631,100g,g,100.0,700g,g,700.0
D202-120000000-1632,100g,g,100.0,562g,g,562.0
D202-120000000-1595,100g,g,100.0,936g,g,936.0
D202-120000000-1596,100g,g,100.0,1456g,g,1456.0
D202-120000000-1597,100g,g,100.0,1108g,g,1108.0
D202-120000000-1598,100g,g,100.0,634g,g,634.0
D202-120000000-1599,100g,g,100.0,1538g,g,1538.0
D202-120000000-1600,100g,g,100.0,1188g,g,1188.0
D202-120000000-1601,100g,g,100.0,734g,g,734.0
D202-120000000-1602,100g,g,100.0,810g,g,810.0
D202-120000000-1603,100g,g,100.0,443g,g,443.0
D202-120000000-1604,100g,g,100.0,834g,g,834.0
D202-120000000-1605,100g,g,100.0,458g,g,458.0
D202-120000000-1606,100g,g,100.0,1033g,g,1033.0
D202-120000000-1607,100g,g,100.0,748g,g,748.0
D202-120000000-1608,100g,g,100.0,384g,g,384.0
D202-120000000-1610,100g,g,100.0,1163g,g,1163.0
